MachineName,B_11,E_11,I_11,R_11,B_12,E_12,I_12,R_12
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Encoding,0,0,0,1,0,0,0,1
Isopectic Female,0,0,0,1,0,0,1,0
Isopectic Female,0,0,0,1,0,0,1,0
Isopectic Female,0,0,1,0,0,0,1,0
Isopectic Female,0,0,1,0,0,0,1,0
Isopectic Female,0,0,1,0,0,0,1,0
Isopectic Guy,0,0,1,0,0,0,1,0
Isopectic Guy,0,0,1,0,0,0,1,0
Isopectic Guy,0,0,1,0,0,0,1,0
Isopectic Guy,0,0,1,0,0,0,1,0
Isopectic Guy,0,0,1,0,0,0,1,0
Isopectic Guy,0,0,1,0,0,0,1,0
Isopectic Hypethral,0,0,0,1,0,0,0,1
Isopectic Laying,0,1,0,0,0,1,0,0
Isopectic Majority,1,0,0,0,0,0,1,0
Isopectic Majority,1,0,0,0,0,0,1,0
Isopectic Music,0,0,1,0,0,0,0,1
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Myth,1,0,0,0,0,0,1,0
Isopectic Postulate,0,1,0,0,0,0,1,0
Isopectic Postulate,0,1,0,0,0,0,1,0
Isopectic Postulate,0,1,0,0,0,1,0,0
Isopectic Postulate,0,0,0,1,0,0,1,0
Isopectic Postulate,0,0,0,1,0,0,1,0
Isopectic Postulate,0,0,0,1,0,0,1,0
Isopectic Postulate,0,0,0,1,0,0,1,0
Isopectic Postulate,0,0,0,1,0,0,1,0
Isopectic Reflection,1,0,0,0,0,1,0,0
Isopectic Surplus,0,1,0,0,0,1,0,0
Isopectic Surplus,0,1,0,0,0,1,0,0
Isopectic Symposiac,0,1,0,0,0,0,1,0
Isopectic Symposiac,0,1,0,0,0,0,1,0
Isopectic Theft,0,0,1,0,0,0,0,1
Isopectic Theft,0,0,1,0,0,0,0,1
Isopectic Trick,0,0,1,0,0,1,0,0
Isopectic Trick,0,0,1,0,0,1,0,0
Isopectic Trick,0,0,1,0,0,1,0,0
Isopectic Trick,0,0,1,0,0,1,0,0
Isopectic Trick,0,0,1,0,0,1,0,0
Isopectic Trick,1,0,0,0,1,0,0,0
Isopectic Trick,1,0,0,0,1,0,0,0
Isopectic Trick,1,0,0,0,1,0,0,0
Isopectic Trick,1,0,0,0,1,0,0,0
Isopectic Trick,0,1,0,0,0,1,0,0
Isopectic Trick,0,1,0,0,0,1,0,0
Isopectic Trick,0,1,0,0,0,1,0,0
Isopectic Trick,0,1,0,0,0,1,0,0
Isopectic Trick,0,1,0,0,0,1,0,0
Isopectic Trick,0,1,0,0,0,1,0,0
Isopectic Trick,0,0,1,0,0,0,1,0
Isopectic Trick,0,0,1,0,0,0,1,0
Isopectic Trick,0,0,1,0,0,0,1,0
Isopectic Trick,0,0,1,0,0,0,1,0
Isopectic Trick,0,0,1,0,0,0,1,0
Isopectic Urnfield,0,0,0,1,0,0,1,0
Isopectic Urnfield,0,0,0,1,0,0,1,0
Isopectic Urnfield,0,0,0,1,0,0,1,0
Isopectic Urnfield,0,0,0,1,0,0,1,0
Isopectic Vermicular,0,1,0,0,0,0,1,0
Isopectic Video,1,0,0,0,0,0,0,1
Isopectic Video,1,0,0,0,0,0,0,1
Italian Acephaly,0,0,1,0,0,0,0,1
Italian Acephaly,0,0,1,0,0,0,0,1
Italian Acephaly,0,0,1,0,0,0,0,1
Italian Acephaly,0,0,1,0,0,0,0,1
Italian Acephaly,1,0,0,0,0,0,1,0
Italian Acephaly,1,0,0,0,0,0,1,0
Italian Acephaly,1,0,0,0,0,0,1,0
Italian ML,0,0,0,1,0,0,0,1
Italian ML,0,0,0,1,0,0,0,1
Italian ML,0,0,0,1,0,0,0,1
Italian ML,0,0,0,1,0,0,0,1
Italian ML,0,0,0,1,0,0,0,1
Italian ML,1,0,0,0,0,0,0,1
Italian ML,1,0,0,0,0,0,0,1
Italian ML,1,0,0,0,0,0,0,1
Italian Undermiller,0,0,1,0,0,0,0,1
Italian Undermiller,0,0,1,0,0,0,0,1
Italian Undermiller,0,0,1,0,0,0,0,1
Italian Undermiller,0,0,1,0,0,0,0,1
Kalahari,0,0,1,0,0,0,1,0
Kalahari,0,0,1,0,0,0,1,0
Kalahari,0,0,1,0,0,0,1,0
Kalahari,0,0,1,0,0,0,1,0
Krummhorn,1,0,0,0,1,0,0,0
Kweek,0,1,0,0,0,0,1,0
Kweek,0,1,0,0,0,0,1,0
Lapp,0,0,0,1,0,0,1,0
Lapp,0,1,0,0,0,1,0,0
Lepiotaceae,1,0,0,0,1,0,0,0
Lepiotaceae,1,0,0,0,1,0,0,0
Lepiotaceae,0,1,0,0,0,0,1,0
Lepiotaceae,0,1,0,0,0,0,1,0
Lepiotaceae,0,0,0,1,0,0,0,1
Lepiotaceae,0,0,0,1,0,0,0,1
Lepiotaceae,0,0,0,1,0,0,0,1
Lepiotaceae,0,0,0,1,0,0,0,1
Lexington Juggernaut,0,1,0,0,0,1,0,0
Lexington Juggernaut,0,1,0,0,0,1,0,0
Lexington Juggernaut,0,1,0,0,0,1,0,0
Lexington Juggernaut,0,1,0,0,0,1,0,0
Lexington Staking,1,0,0,0,0,0,1,0
Lexington Staking,1,0,0,0,0,0,1,0
Lexington Staking,1,0,0,0,0,0,1,0
Lexington Staking,1,0,0,0,0,0,1,0
Lietuva,0,1,0,0,1,0,0,0
Lietuva,0,1,0,0,1,0,0,0
Littrateur Antiprelatist,0,0,1,0,0,0,1,0
Littrateur Arthropteris,0,0,1,0,0,0,1,0
Littrateur Arthropteris,0,0,1,0,0,0,1,0
Littrateur Isoptin,1,0,0,0,0,0,1,0
Littrateur Isoptin,0,1,0,0,0,1,0,0
Littrateur Radiov,0,0,0,1,0,0,1,0
Littrateur Ruscaceae,1,0,0,0,0,1,0,0
Littrateur Ruscaceae,1,0,0,0,0,1,0,0
Macrotis,1,0,0,0,0,0,1,0
Magh,1,0,0,0,0,0,1,0
Marmite PRO,0,0,1,0,0,1,0,0
Marmite PRO MAX,0,0,1,0,1,0,0,0
Marmite PRO MAX,0,0,1,0,1,0,0,0
Martinmas,0,0,1,0,0,0,0,1
Martinmas,0,0,1,0,0,0,0,1
Mastocyte,0,1,0,0,0,0,0,1
Mastocyte,0,1,0,0,0,0,0,1
Mastocyte,0,1,0,0,0,0,0,1
Meletin,0,1,0,0,0,1,0,0
Membracidae,0,0,0,1,0,0,0,1
Metacryst,0,1,0,0,0,0,1,0
Metatrophy,0,1,0,0,0,1,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,1,0,0,0
Michaelmas,0,0,0,1,0,1,0,0
Michaelmas,1,0,0,0,1,0,0,0
Michaelmas Deluxe,0,1,0,0,1,0,0,0
Michaelmas MAX,0,0,1,0,1,0,0,0
Michaelmas MAX,0,0,1,0,1,0,0,0
Michaelmas MAX,0,0,1,0,1,0,0,0
Michaelmas MAX,0,0,1,0,1,0,0,0
Michaelmas PRO,0,1,0,0,0,1,0,0
Michaelmas PRO V2,0,1,0,0,0,1,0,0
Misbelief Charactery,0,1,0,0,1,0,0,0
Misbelief Peplos,0,0,0,1,1,0,0,0
Misreckon MAX,0,0,1,0,0,1,0,0
Misreckon MAX,0,0,1,0,0,1,0,0
Misreckon MAX,0,0,1,0,0,1,0,0
Mojave,0,1,0,0,1,0,0,0
Mojave,0,0,1,0,0,0,1,0
Mojave,1,0,0,0,0,0,1,0
Mojave,1,0,0,0,0,0,1,0
Mojave,0,0,1,0,1,0,0,0
Mojave,0,0,0,1,0,1,0,0
Multiped Coelenteron,1,0,0,0,1,0,0,0
Multiped Coelenteron,1,0,0,0,1,0,0,0
Multiped Demonography,0,1,0,0,1,0,0,0
Multiped Demonography,0,1,0,0,1,0,0,0
Multiped Demonography,0,0,0,1,1,0,0,0
Multiped Demonography,0,0,0,1,1,0,0,0
Multiped Desiderative,0,1,0,0,1,0,0,0
Multiped Desiderative,0,1,0,0,1,0,0,0
Multiped Desiderative,0,1,0,0,1,0,0,0
Multiped Duodecimo,0,0,1,0,0,1,0,0
Multiped Footle,0,0,1,0,1,0,0,0
Multiped Footle,1,0,0,0,1,0,0,0
Multiped Fuzee,0,0,1,0,1,0,0,0
Multiped Fuzee,0,0,1,0,1,0,0,0
Multiped Fuzee,0,0,1,0,1,0,0,0
Multiped Geneva,0,0,0,1,0,1,0,0
Multiped Hypoderm,0,0,1,0,0,1,0,0
Multiped Irisation,0,0,1,0,1,0,0,0
Multiped Irisation,0,0,1,0,1,0,0,0
Multiped Laudation,0,1,0,0,1,0,0,0
Multiped Nicotiana,1,0,0,0,1,0,0,0
Multiped Sendal,0,1,0,0,0,1,0,0
Multiped Sendal,0,0,1,0,0,1,0,0
Multiped Sendal,0,0,1,0,0,1,0,0
Multiped Sendal,0,0,0,1,1,0,0,0
Multiped Sporangium,0,1,0,0,0,1,0,0
Multiped Sporangium,0,1,0,0,0,1,0,0
Multiped Sporangium,1,0,0,0,0,1,0,0
Multiped Sporangium,1,0,0,0,0,1,0,0
Multiped Tessera,0,0,0,1,1,0,0,0
Multiped Tessera,0,0,0,1,1,0,0,0
Multiped Underlinen,1,0,0,0,1,0,0,0
Multiped Underlinen,1,0,0,0,1,0,0,0
Multiped Underlinen,0,1,0,0,0,1,0,0
Nanticoke Heliophila,0,0,0,1,0,0,0,1
Nanticoke Heliophila,0,0,0,1,0,0,0,1
Nanticoke Stabroek,0,0,0,1,0,0,0,1
Nanticoke Stabroek,0,0,0,1,0,0,0,1
Nanticoke Zacatun,0,0,1,0,0,0,1,0
Nanticoke Zacatun,0,0,1,0,0,0,1,0
Nondefiner Fingertip,0,1,0,0,0,0,1,0
Nondefiner Fingertip,0,1,0,0,0,0,1,0
Nondefiner Foretaste,0,1,0,0,0,0,1,0
Nondefiner Foretaste,0,1,0,0,0,0,1,0
Nondefiner Foretaste,0,0,1,0,0,0,1,0
Nonfilter,0,1,0,0,0,1,0,0
Nonfilter,0,1,0,0,0,1,0,0
Nonfilter,0,1,0,0,0,1,0,0
Nonfilter,0,1,0,0,0,1,0,0
Notensility,1,0,0,0,0,1,0,0
Notensility,1,0,0,0,0,1,0,0
Notensility,1,0,0,0,0,1,0,0
Notensility,1,0,0,0,0,1,0,0
Notensility,0,1,0,0,0,0,1,0
Notensility,0,1,0,0,0,0,1,0
Novial,0,0,0,1,0,0,1,0
Novial,0,0,0,1,0,0,1,0
Novial,0,0,0,1,0,0,1,0
Novial,0,0,0,1,0,0,1,0
Oenothera Rhizopoda,1,0,0,0,0,0,1,0
Oenothera Rhizopoda,1,0,0,0,0,0,1,0
Oenothera Upaya,0,1,0,0,0,0,1,0
Oenothera Upaya,0,1,0,0,0,0,1,0
Oglala,0,0,1,0,0,0,1,0
Oglala,0,0,1,0,0,0,1,0
Oglala,0,1,0,0,0,1,0,0
Oomycetes,0,1,0,0,0,0,0,1
Orcinus Triclinic,1,0,0,0,0,0,1,0
Orcinus Triclinic,0,0,1,0,0,0,0,1
Orcinus Vinegarish,0,0,1,0,0,0,1,0
Orcinus Vinegarish,0,0,1,0,0,0,1,0
Orcinus Vinegarish,0,0,1,0,0,0,1,0
Pakchoi,0,0,0,1,1,0,0,0
Pakchoi,1,0,0,0,0,0,0,1
Pangea,0,0,0,1,0,0,1,0
Pashka,0,0,0,1,1,0,0,0
Pedaliaceae,0,0,1,0,0,0,1,0
Pelecanoididae,0,0,1,0,0,0,0,1
Pelecanoididae,0,0,1,0,0,0,0,1
Pellaea,0,1,0,0,0,1,0,0
Pellaea,0,1,0,0,0,1,0,0
Pellaea,0,1,0,0,0,1,0,0
Pellaea,0,1,0,0,0,1,0,0
Pellaea,0,1,0,0,0,1,0,0
Pentateuch,1,0,0,0,0,0,1,0
Pernor,0,0,1,0,0,1,0,0
Phalangium Bacciferous,1,0,0,0,0,0,1,0
Phalangium Bacciferous,1,0,0,0,0,0,1,0
Phalangium Indign,0,0,1,0,0,0,1,0
Phalangium Indign,0,0,1,0,0,0,1,0
Phasianid Chachia,0,0,1,0,0,0,0,1
Phasianid Chachia,0,0,1,0,0,0,0,1
Phasianid Coccidae,1,0,0,0,0,1,0,0
Phasianid Tasseler,0,1,0,0,0,1,0,0
Photopathy,0,1,0,0,0,1,0,0
Pinnotheridae,1,0,0,0,0,1,0,0
Piquet,0,1,0,0,0,1,0,0
Piquet,0,1,0,0,0,1,0,0
Plectania,1,0,0,0,0,0,1,0
Pooecetes,0,0,0,1,0,0,0,1
Pooecetes,0,0,0,1,0,0,0,1
Poronotus Creosote,1,0,0,0,0,0,1,0
Poronotus Creosote,1,0,0,0,0,0,1,0
Poronotus Crystal,0,1,0,0,0,1,0,0
Poronotus Crystal,0,1,0,0,0,1,0,0
Poronotus Pimiento,0,0,1,0,0,0,0,1
Precipitancy,0,0,1,0,0,1,0,0
Predebater,1,0,0,0,1,0,0,0
Predebater,1,0,0,0,1,0,0,0
Premate,1,0,0,0,0,1,0,0
Prepromise,0,0,0,1,0,0,1,0
Prodomos,0,0,0,1,0,0,0,1
Prodomos,0,0,0,1,0,0,0,1
Prodomos,0,0,0,1,0,0,0,1
Proventil,0,0,0,1,0,0,1,0
Pyrrolidine,0,1,0,0,0,1,0,0
Pyrrolidine,0,0,1,0,1,0,0,0
Reinclusion,0,0,0,1,0,0,1,0
Reversionist,0,0,1,0,0,1,0,0
Reversionist,0,0,1,0,0,1,0,0
Reveverberatory Bismark,0,1,0,0,1,0,0,0
Reveverberatory Bismark,0,1,0,0,1,0,0,0
Reveverberatory Churr,1,0,0,0,1,0,0,0
Reveverberatory Churr,1,0,0,0,1,0,0,0
Reveverberatory Churr,1,0,0,0,1,0,0,0
Reveverberatory Churr,1,0,0,0,1,0,0,0
Reveverberatory Droshky,0,1,0,0,1,0,0,0
Reveverberatory Lysiloma,0,0,1,0,0,0,1,0
Reveverberatory Lysiloma,0,0,1,0,0,0,1,0
Reveverberatory Omentum,0,0,0,1,1,0,0,0
Reveverberatory Omentum,0,0,0,1,1,0,0,0
Reveverberatory Omentum,0,0,0,1,1,0,0,0
Reveverberatory Theatticalism,0,1,0,0,0,0,0,1
Reveverberatory Theatticalism,0,1,0,0,0,0,0,1
Reveverberatory Vesicaria,0,0,0,1,0,1,0,0
Reveverberatory Vesicaria,0,0,0,1,0,1,0,0
Reveverberatory Vociferant,0,0,1,0,0,1,0,0
Reveverberatory Vociferant,0,0,1,0,0,1,0,0
Saboath,0,0,1,0,0,0,1,0
Scraperboard,1,0,0,0,1,0,0,0
Scyelite,0,0,1,0,0,1,0,0
Scyelite,0,0,0,1,0,0,0,1
Sison,0,1,0,0,0,0,1,0
Sison,0,1,0,0,0,0,1,0
Skipjack,0,0,1,0,1,0,0,0
Skipjack,0,0,0,1,0,1,0,0
Skipjack,0,0,0,1,0,1,0,0
Squeateague,1,0,0,0,1,0,0,0
Staurikosaur Cellulous,0,1,0,0,0,1,0,0
Staurikosaur Pulmonate,0,0,0,1,0,0,1,0
Steatornis,0,0,1,0,0,1,0,0
Subideal,1,0,0,0,0,1,0,0
Subideal,1,0,0,0,0,1,0,0
Subideal,1,0,0,0,0,1,0,0
Subideal,1,0,0,0,0,1,0,0
Sulawesi,0,0,0,1,0,0,0,1
Tails,0,0,0,1,0,0,0,1
Tapeman,0,0,1,0,0,1,0,0
Tapeman,0,0,1,0,0,1,0,0
Teletube,0,0,1,0,0,0,1,0
Tetranychid,0,0,1,0,0,0,0,1
Tetranychid,0,0,1,0,0,0,0,1
Thelephoraceae,0,1,0,0,0,0,0,1
Thelephoraceae Atelectasis,0,0,0,1,0,1,0,0
Thelephoraceae Atelectasis,0,0,0,1,0,1,0,0
Thelephoraceae Tonneau,1,0,0,0,0,1,0,0
Thoreau,0,0,0,1,0,0,0,1
Tickweed,0,0,0,1,0,0,0,1
Tickweed,0,0,0,1,0,0,0,1
Tickweed,0,0,0,1,0,0,0,1
Tickweed,0,0,0,1,0,0,0,1
Torero,0,1,0,0,0,1,0,0
Torero,0,1,0,0,0,1,0,0
Torero,0,1,0,0,0,1,0,0
Torero,0,1,0,0,0,1,0,0
Towage,0,0,1,0,1,0,0,0
Towage,0,0,1,0,1,0,0,0
Trephritidae Baggiest,0,0,0,1,0,0,0,1
Trephritidae Baggiest,0,0,0,1,0,0,0,1
Trephritidae Beardless,1,0,0,0,1,0,0,0
Trephritidae Beardless,1,0,0,0,1,0,0,0
Trephritidae Chocolaty,0,0,1,0,1,0,0,0
Trephritidae Chocolaty,0,0,1,0,1,0,0,0
Trephritidae Clonal,1,0,0,0,0,0,1,0
Trephritidae Compressive,0,1,0,0,1,0,0,0
Trephritidae Compressive,0,1,0,0,1,0,0,0
Trephritidae Condign,0,0,1,0,0,0,1,0
Trephritidae Disyllabic,1,0,0,0,0,1,0,0
Trephritidae Futurism,0,0,0,1,1,0,0,0
Trephritidae Futurism,0,0,0,1,1,0,0,0
Trephritidae Miscible,1,0,0,0,1,0,0,0
Trephritidae Miscible,1,0,0,0,1,0,0,0
Trephritidae Northwestward,1,0,0,0,1,0,0,0
Trephritidae Northwestward,1,0,0,0,1,0,0,0
Trephritidae Notational,0,0,0,1,1,0,0,0
Trephritidae Notational,0,0,0,1,1,0,0,0
Trephritidae Palmate,0,0,0,1,0,0,1,0
Trephritidae Speakable,0,1,0,0,0,1,0,0
Trephritidae Speakable,0,1,0,0,0,1,0,0
Trephritidae Stripy,1,0,0,0,0,0,1,0
Trephritidae Swarthy,0,0,0,1,0,0,0,1
Trephritidae Tearless,0,1,0,0,0,1,0,0
Trephritidae Tearless,0,1,0,0,0,1,0,0
Trephritidae Touristic,0,0,0,1,1,0,0,0
Trephritidae Touristic,0,0,0,1,1,0,0,0
Trephritidae Ventilated,0,0,1,0,0,0,0,1
Trephritidae Ventilated,0,0,1,0,0,0,0,1
Trichechus,1,0,0,0,0,1,0,0
Trondhjemite,0,0,0,1,0,1,0,0
Truman,0,0,1,0,0,1,0,0
Trumscheit,0,1,0,0,0,0,1,0
Trumscheit,0,1,0,0,0,0,1,0
Trumscheit,0,1,0,0,0,0,1,0
Trumscheit,0,1,0,0,0,0,1,0
Trumscheit,0,1,0,0,0,0,1,0
Tupaidae,1,0,0,0,1,0,0,0
Tupaidae,1,0,0,0,1,0,0,0
Tupaidae,1,0,0,0,1,0,0,0
Tupaidae,1,0,0,0,1,0,0,0
Tupaidae,1,0,0,0,1,0,0,0
Tupaidae,1,0,0,0,1,0,0,0
Tupaidae,1,0,0,0,1,0,0,0
Tupaidae,1,0,0,0,1,0,0,0
Ungula,1,0,0,0,1,0,0,0
Vaisya MM,0,0,1,0,0,0,0,1
Vaisya MM,0,0,1,0,0,0,0,1
Vaisya MM,0,0,1,0,0,0,0,1
Vaisya MM,0,0,1,0,0,0,0,1
Vaisya MM,0,0,1,0,0,0,0,1
Vaisya MM,0,0,1,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MM,0,1,0,0,0,0,0,1
Vaisya MX,0,0,1,0,0,0,1,0
Vaisya MX,0,0,1,0,0,0,1,0
Virga,0,0,0,1,1,0,0,0
Virga,0,0,0,1,1,0,0,0
Virga,0,0,0,1,1,0,0,0
Virga,0,0,0,1,1,0,0,0
Virga,0,0,0,1,1,0,0,0
WHR,0,0,0,1,1,0,0,0
WHR,0,0,0,1,1,0,0,0
Westwork,0,1,0,0,0,0,0,1
Windedness,0,1,0,0,0,1,0,0
Woodwaxen,0,0,1,0,1,0,0,0
